('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['9', 'Ssol', 'KDM', 'ADC', '11', '4.2', '68.5%', '4.0', '12', '2.5', '6', '6.3', '14', '403', '8.55', '662', '29.0%', '426', '12.9%', '0.40', '0.18']
['10', 'Guger', 'KDM', '辅助', '11', '3.3', '69.7%', '0.6', '2', '3.2', '8', '9.8', '20', '271', '1.33', '235', '10.3%', '624', '18.9%', '1.54', '0.43']
['11', 'Roach', 'KDM', '上单', '11', '2.6', '53.3%', '2.8', '6', '3.1', '6', '5.2', '9', '370', '7.45', '423', '18.6%', '771', '23.3%', '0.57', '0.13']
['12', 'Punch', 'KDM', '打野', '11', '5.3', '74.5%', '3.5', '11', '2.1', '5', '7.6', '13', '353', '3.95', '316', '13.8%', '1034', '31.3%', '0.81', '0.52']
['13', 'MadLife', 'CJE', '辅助', '2', '0.3', '66.7%', '0.5', '1', '3.5', '4', '0.5', '1', '214', '1.03', '150', '10.2%', '474', '20.3%', '1.12', '0.48']
['14', 'Soul', 'CJE', '上单', '2', '0.0', '0.0%', '0.0', '0', '2.0', '3', '0.0', '0', '299', '7.83', '352', '23.8%', '507', '21.8%', '0.55', '0.20']
['15', 'Sky', 'CJE', '中单', '2', '0.3', '66.7%', '0.5', '1', '3.0', '3', '0.5', '1', '342', '9.41', '451', '30.5%', '384', '16.5%', '0.51', '0.16']
['16', 'Reach', 'CJE', '打野', '2', '0.3', '66.7%', '0.5', '1', '3.0', '3', '0.5', '1', '272', '3.25', '169', '11.5%', '679', '29.2%', '1.03', '0.32']
['17', 'MoMo', 'CJE', 'ADC', '2', '0.4', '66.7%', '0.0', '0', '2.5', '3', '1.0', '1', '316', '7.94', '354', '24.0%', '285', '12.2%', '0.44', '0.04']
['18', 'Score', 'KT', '打野', '2', '7.5', '68.2%', '2.5', '5', '1.0', '2', '5.0', '8', '351', '3.94', '288', '11.3%', '844', '29.5%', '0.67', '0.58']
['19', 'Ssumday', 'KT', '上单', '3', '1.7', '41.4%', '1.7', '2', '2.3', '3', '2.3', '3', '376', '8.85', '465', '19.4%', '886', '31.1%', '0.49', '0.20']
['20', 'Arrow', 'KT', 'ADC', '3', '2.2', '69.0%', '2.7', '5', '3.0', '4', '4.0', '8', '372', '8.38', '621', '26.0%', '408', '14.3%', '0.42', '0.34']
['21', 'Comeback', 'KT', '辅助', '3', '2.6', '62.1%', '0.7', '1', '2.3', '4', '5.3', '7', '265', '0.66', '466', '19.5%', '374', '13.2%', '1.32', '0.37']
['22', 'Fly', 'KT', '中单', '3', '6.7', '69.0%', '3.0', '5', '1.0', '2', '3.7', '6', '374', '8.39', '547', '22.9%', '355', '12.5%', '0.41', '0.17']
['23', 'Steal', 'KT', '打野', '1', '0.3', '28.6%', '0.0', '0', '7.0', '7', '2.0', '2', '287', '3.99', '300', '14.9%', '781', '27.7%', '0.71', '0.87']
['24', 'Chei', 'JAG', '辅助', '6', '2.4', '66.7%', '1.0', '5', '3.5', '6', '7.3', '18', '255', '0.67', '142', '6.4%', '436', '14.3%', '1.37', '0.35']
['25', 'Winged', 'JAG', '打野', '6', '1.7', '61.3%', '1.3', '2', '4.5', '8', '6.3', '13', '334', '4.32', '284', '12.7%', '1120', '36.6%', '0.80', '0.69']
['26', 'Kuzan', 'JAG', '中单', '6', '4.2', '66.7%', '3.7', '8', '2.0', '5', '4.7', '16', '393', '8.72', '622', '27.8%', '376', '12.3%', '0.58', '0.22']
['27', 'SoHwan', 'JAG', '上单', '6', '2.3', '56.0%', '2.2', '8', '3.0', '6', '4.8', '14', '358', '7.37', '447', '20.0%', '683', '22.3%', '0.42', '0.12']
['28', 'Teddy', 'JAG', 'ADC', '6', '6.6', '78.7%', '4.3', '14', '1.5', '4', '5.5', '12', '417', '9.30', '740', '33.1%', '444', '14.5%', '0.43', '0.20']
['29', 'Smeb', 'HLE', '上单', '9', '5.0', '59.1%', '4.3', '7', '2.2', '5', '6.9', '11', '429', '8.70', '623', '24.0%', '574', '19.1%', '0.54', '0.14']
['30', 'PraY', 'HLE', 'ADC', '9', '4.2', '59.1%', '3.1', '7', '2.7', '7', '8.1', '13', '411', '8.65', '620', '23.9%', '383', '12.8%', '0.43', '0.17']
['31', 'Gorilla', 'HLE', '辅助', '9', '5.1', '63.2%', '0.9', '3', '2.3', '5', '11.1', '17', '290', '0.90', '272', '10.5%', '405', '13.5%', '1.37', '0.44']
['32', 'Peanut', 'HLE', '打野', '9', '6.1', '78.4%', '6.6', '12', '2.4', '7', '8.3', '14', '405', '4.39', '503', '19.4%', '1012', '33.7%', '0.71', '0.41']
['33', 'Zet', 'HLE', '中单', '9', '5.0', '55.6%', '4.1', '9', '2.1', '4', '6.4', '10', '413', '8.57', '574', '22.1%', '632', '21.0%', '0.49', '0.18']
['34', 'CuVee', 'GEN', '上单', '5', '2.0', '49.4%', '4.0', '10', '4.2', '7', '4.4', '7', '417', '8.28', '742', '26.3%', '673', '21.8%', '0.53', '0.20']
['35', 'Wraith', 'GEN', '辅助', '2', '5.0', '71.4%', '3.0', '4', '3.0', '6', '12.0', '13', '333', '0.75', '448', '14.9%', '325', '10.5%', '1.24', '0.48']
['36', 'Crown', 'GEN', '中单', '5', '2.9', '62.4%', '5.4', '12', '3.6', '6', '5.2', '12', '422', '8.87', '627', '22.2%', '448', '14.5%', '0.55', '0.21']
['37', 'Ambition', 'GEN', '打野', '5', '3.4', '63.5%', '1.8', '3', '3.2', '5', '9.0', '18', '362', '4.17', '351', '12.4%', '1124', '36.4%', '0.89', '0.45']
['38', 'CoreJJ', 'GEN', '辅助', '3', '3.2', '67.4%', '2.3', '5', '3.0', '4', '7.3', '12', '299', '1.01', '422', '15.5%', '410', '13.4%', '1.38', '0.61']
['39', 'Stitch', 'GEN', 'ADC', '2', '3.0', '64.3%', '2.5', '5', '4.5', '9', '11.0', '11', '424', '8.05', '656', '21.8%', '584', '18.8%', '0.22', '0.18']
['40', 'Ruler', 'GEN', 'ADC', '3', '2.3', '69.8%', '3.7', '6', '4.3', '7', '6.3', '7', '407', '8.84', '684', '25.1%', '390', '12.7%', '0.34', '0.09']
['41', 'Expession', 'KZ', '上单', '3', '3.6', '73.5%', '2.3', '5', '2.3', '4', '6.0', '12', '389', '8.45', '569', '25.1%', '1078', '32.2%', '0.50', '0.18']
['42', 'Frozen', 'KZ', '中单', '3', '4.2', '73.5%', '4.3', '7', '2.0', '4', '4.0', '6', '381', '7.95', '830', '36.5%', '313', '9.4%', '0.48', '0.17']
['43', 'Pure', 'KZ', '辅助', '3', '2.8', '73.5%', '0.7', '1', '3.0', '4', '7.7', '14', '275', '1.46', '169', '7.5%', '541', '16.2%', '1.44', '0.62']
['44', 'Crash', 'KZ', '打野', '3', '1.7', '55.9%', '2.0', '3', '3.7', '9', '4.3', '6', '356', '4.99', '207', '9.2%', '1057', '31.6%', '0.68', '0.56']
['45', 'Fury', 'KZ', 'ADC', '3', '4.0', '70.6%', '2.0', '5', '2.0', '4', '6.0', '10', '390', '8.89', '495', '21.8%', '356', '10.6%', '0.48', '0.45']
['46', 'Loken', 'BBQ', 'ADC', '7', '5.0', '66.3%', '3.9', '7', '1.9', '5', '5.4', '8', '405', '8.63', '569', '27.1%', '375', '12.2%', '0.30', '0.15']
['47', 'Crazy', 'BBQ', '上单', '7', '4.0', '65.3%', '3.1', '6', '2.3', '4', '6.0', '12', '408', '8.44', '564', '26.8%', '701', '22.8%', '0.58', '0.15']
['48', 'Tempt', 'BBQ', '中单', '7', '3.9', '68.4%', '4.7', '9', '2.4', '3', '4.9', '8', '418', '9.26', '532', '25.3%', '548', '17.8%', '0.47', '0.14']
['49', 'Bless', 'BBQ', '打野', '7', '3.7', '68.4%', '2.1', '3', '2.6', '5', '7.4', '11', '354', '4.18', '290', '13.8%', '992', '32.2%', '0.55', '0.46']
['50', 'Totoro', 'BBQ', '辅助', '7', '4.9', '74.5%', '0.1', '1', '2.1', '4', '10.3', '14', '255', '0.91', '147', '7.0%', '463', '15.1%', '1.35', '0.49']
['51', 'Mickey', 'AFs', '中单', '2', '2.0', '66.7%', '5.5', '8', '4.0', '4', '2.5', '4', '426', '9.75', '744', '31.5%', '505', '14.8%', '0.64', '0.15']
['52', 'Sangyoon', 'AFs', 'ADC', '2', '2.4', '70.8%', '3.5', '4', '3.5', '4', '5.0', '8', '407', '8.56', '575', '24.4%', '412', '12.0%', '0.38', '0.20']
['53', 'SnowFlower', 'AFs', '辅助', '2', '2.0', '66.7%', '1.0', '1', '4.0', '4', '7.0', '9', '267', '0.99', '374', '15.9%', '443', '13.0%', '1.22', '0.43']
['54', 'Lindarang', 'AFs', '上单', '2', '2.0', '58.3%', '0.5', '1', '3.5', '5', '6.5', '8', '367', '8.04', '475', '20.1%', '1225', '35.8%', '0.63', '0.07']
['55', 'Seonghwan', 'AFs', '打野', '2', '2.4', '50.0%', '1.5', '3', '2.5', '4', '4.5', '5', '338', '3.99', '190', '8.1%', '836', '24.4%', '0.74', '0.55']
['56', 'ADD', 'MVP', '上单', '4', '2.2', '51.8%', '2.0', '3', '3.2', '4', '5.2', '8', '347', '7.44', '641', '24.8%', '881', '28.5%', '0.62', '0.23']
['57', 'Yondu', 'MVP', '打野', '4', '3.5', '67.9%', '2.5', '5', '2.8', '3', '7.0', '12', '343', '4.60', '302', '11.7%', '1010', '32.7%', '0.84', '0.61']
['58', 'Ian', 'MVP', '中单', '4', '3.9', '69.6%', '3.8', '8', '2.5', '4', '6.0', '9', '370', '7.97', '691', '26.7%', '369', '11.9%', '0.37', '0.18']
['59', 'Maha', 'MVP', 'ADC', '4', '5.2', '75.0%', '5.0', '9', '2.0', '6', '5.5', '7', '396', '8.34', '740', '28.6%', '332', '10.8%', '0.35', '0.14']
['60', 'Max', 'MVP', '辅助', '4', '3.7', '73.2%', '0.8', '1', '2.8', '3', '9.5', '16', '259', '1.15', '211', '8.2%', '497', '16.1%', '1.44', '0.42']
['61', '', 'RSG', '打野', '1', '2.5', '83.3%', '3.0', '3', '2.0', '2', '2.0', '2', '307', '3.87', '215', '16.1%', '748', '24.4%', '1.08', '0.50']
['62', 'Hyuni', 'RSG', '上单', '2', '4.2', '71.4%', '4.5', '9', '3.0', '5', '8.0', '14', '372', '7.93', '594', '26.3%', '1093', '29.8%', '0.48', '0.15']
['63', 'HighDin', 'RSG', '辅助', '2', '3.5', '80.0%', '3.0', '5', '4.0', '5', '11.0', '19', '269', '0.83', '208', '9.2%', '528', '14.4%', '1.45', '0.42']
['64', 'OdduGi', 'RSG', 'ADC', '2', '4.2', '71.4%', '4.0', '7', '3.0', '4', '8.5', '15', '362', '7.07', '687', '30.4%', '477', '13.0%', '0.37', '0.21']
['65', 'BBanG', 'RSG', '打野', '1', '1.8', '62.1%', '1.0', '1', '10.0', '10', '17.0', '17', '323', '3.64', '368', '13.0%', '1347', '33.3%', '0.78', '0.34']
['66', 'Crow', 'RSG', '中单', '2', '2.8', '80.0%', '4.0', '7', '5.0', '5', '10.0', '15', '359', '7.07', '457', '20.3%', '450', '12.3%', '0.42', '0.06']
['67', 'WooTae', 'KCN', '上单', '2', '1.0', '61.5%', '1.0', '2', '4.0', '5', '3.0', '3', '323', '7.56', '433', '25.6%', '528', '16.5%', '0.34', '0.20']
['68', 'jaeha', 'KCN', '打野', '2', '1.5', '92.3%', '1.5', '2', '4.0', '7', '4.5', '6', '303', '3.64', '308', '18.2%', '964', '30.1%', '0.99', '0.30']
['69', 'FireRain', 'KCN', '中单', '2', '1.4', '76.9%', '1.5', '3', '3.5', '4', '3.5', '5', '314', '6.94', '247', '14.6%', '835', '26.0%', '0.54', '0.22']
['70', 'Jihoon', 'KCN', 'ADC', '2', '1.1', '69.2%', '2.5', '3', '4.0', '5', '2.0', '3', '346', '7.85', '503', '29.7%', '446', '13.9%', '0.34', '0.13']
['71', 'Chandong', 'KCN', '辅助', '2', '0.7', '46.2%', '0.0', '0', '4.5', '6', '3.0', '4', '213', '0.70', '201', '11.9%', '430', '13.4%', '1.19', '0.49']
['72', 'Khan', 'KSL', '上单', '2', '2.7', '61.5%', '5.0', '7', '3.0', '3', '3.0', '3', '371', '7.91', '777', '31.7%', '872', '24.6%', '0.55', '0.17']
['73', 'Hoglet', 'KSL', '打野', '2', '0.8', '50.0%', '1.0', '2', '8.5', '9', '5.5', '7', '309', '3.73', '444', '18.1%', '1074', '30.3%', '0.91', '0.65']
['74', 'BBO', 'KSL', '中单', '2', '2.0', '69.2%', '4.5', '7', '4.5', '5', '4.5', '7', '372', '8.50', '511', '20.9%', '554', '15.6%', '0.35', '0.12']
['75', 'Egoist', 'KSL', 'ADC', '2', '1.6', '69.2%', '2.5', '3', '5.5', '6', '6.5', '8', '348', '7.40', '517', '21.1%', '525', '14.8%', '0.37', '0.19']
295
['1', 'HUFE丶killer', '湖南财经', '打野', '3', '1.9', '65.0%', '1.0', '2', '4.7', '7', '7.7', '12', '333', '5.55', '409', '18.6%', '931', '26.0%', '0.55', '0.15']
['2', 'HUFE丶killer', '湖南财经', '中单', '3', '2.4', '70.5%', '4.7', '6', '4.3', '5', '5.7', '9', '361', '7.01', '557', '26.4%', '520', '16.4%', '0.28', '0.07']
['3', 'HUFE丶樱木町', '湖南财经', 'ADC', '4', '1.4', '58.0%', '3.5', '7', '5.0', '7', '3.8', '5', '349', '6.99', '541', '26.1%', '471', '13.9%', '0.33', '0.14']
['4', 'HUFE丶帅天', '湖南财经', '打野', '4', '1.2', '66.0%', '2.5', '5', '7.0', '8', '5.8', '9', '314', '3.47', '365', '18.6%', '804', '25.6%', '0.16', '0.07']
['5', 'HUFE丶帅天', '湖南财经', '辅助', '1', '0.8', '60.0%', '1.0', '1', '8.0', '8', '5.0', '5', '228', '1.12', '147', '6.7%', '764', '21.4%', '1.05', '0.27']
['6', 'HUFE丶大宝', '湖南财经', '上单', '1', '0.2', '16.7%', '1.0', '1', '5.0', '5', '0.0', '0', '265', '4.99', '186', '13.4%', '720', '24.4%', '0.00', '0.00']
['7', 'HUFE丶大宝', '湖南财经', '中单', '1', '3.0', '90.0%', '2.0', '2', '3.0', '3', '7.0', '7', '294', '4.99', '435', '19.9%', '734', '20.6%', '0.34', '0.00']
['8', 'HUFE丶小小岚', '湖南财经', '上单', '1', '3.5', '70.0%', '3.0', '3', '2.0', '2', '4.0', '4', '316', '4.17', '327', '15.0%', '1036', '29.1%', '0.17', '0.44']
['9', 'HUFE丶旺仔', '湖南财经', '辅助', '5', '1.3', '61.4%', '1.2', '3', '6.4', '10', '7.4', '15', '250', '0.97', '207', '9.7%', '620', '18.2%', '0.82', '0.22']
['10', 'HUFE丶熊宝宝宝', '湖南财经', '上单', '3', '1.9', '63.6%', '3.3', '4', '5.0', '6', '6.0', '8', '338', '6.59', '489', '23.2%', '741', '23.3%', '0.26', '0.05']
['11', 'HUFE丶熊宝宝宝', '湖南财经', '中单', '1', '0.2', '16.7%', '0.0', '0', '6.0', '6', '1.0', '1', '274', '6.52', '211', '15.2%', '646', '21.9%', '0.00', '0.00']
['12', 'HUFE丶白宝宝', '湖南财经', 'ADC', '3', '1.8', '67.5%', '3.0', '4', '5.0', '6', '6.0', '10', '345', '6.56', '534', '25.9%', '499', '15.3%', '0.16', '0.09']
['13', 'HUFE丶白宝宝', '湖南财经', '辅助', '1', '0.4', '20.0%', '0.0', '0', '5.0', '5', '2.0', '2', '219', '0.80', '234', '14.3%', '369', '13.6%', '1.18', '0.42']
['14', 'HUFE丶Xxlan', '湖南财经', '上单', '2', '1.3', '60.0%', '4.5', '6', '7.0', '10', '4.5', '6', '356', '6.89', '500', '22.6%', '902', '25.2%', '0.39', '0.07']
['15', 'HUFE丶likesakura', '湖南财经', '中单', '2', '2.4', '86.7%', '4.0', '6', '5.5', '6', '9.0', '14', '354', '6.80', '577', '26.1%', '490', '13.7%', '0.40', '0.07']
['16', 'GNG丶Cryq', '大众传媒', '中单', '7', '2.6', '58.6%', '5.0', '10', '5.0', '10', '8.1', '23', '399', '7.57', '636', '25.6%', '466', '14.6%', '0.25', '0.07']
['17', 'GNG丶Cghdr', '大众传媒', '打野', '1', '2.9', '76.7%', '9.0', '9', '8.0', '8', '14.0', '14', '376', '3.47', '585', '18.5%', '762', '22.1%', '0.00', '0.00']
['18', 'GNG丶Yuuko', '大众传媒', '上单', '7', '3.0', '56.7%', '4.6', '8', '4.3', '8', '8.1', '10', '380', '6.76', '456', '18.4%', '819', '25.7%', '0.24', '0.07']
['19', 'GNG丶samelove', '大众传媒', 'ADC', '1', '3.3', '66.7%', '6.0', '6', '6.0', '6', '14.0', '14', '369', '6.29', '771', '24.4%', '501', '14.5%', '0.00', '0.00']
['20', 'GNG丶Zeus', '大众传媒', 'ADC', '2', '2.6', '65.0%', '2.5', '3', '5.0', '6', '10.5', '14', '380', '6.97', '449', '18.6%', '496', '15.5%', '0.19', '0.09']
['21', 'GNG丶Zeus', '大众传媒', '辅助', '5', '3.5', '69.2%', '2.0', '3', '4.6', '9', '14.2', '29', '302', '1.28', '320', '12.8%', '488', '15.3%', '0.90', '0.34']
['22', 'GNG丶shaco', '大众传媒', '打野', '6', '2.9', '61.4%', '4.8', '11', '4.5', '9', '8.2', '13', '367', '3.71', '380', '16.2%', '927', '29.6%', '0.58', '0.31']
['23', 'GNG丶亮亮', '大众传媒', '辅助', '2', '3.8', '57.5%', '2.0', '4', '3.0', '5', '9.5', '11', '293', '1.00', '453', '18.8%', '412', '12.9%', '0.52', '0.05']
['24', 'GNG丶小莉罗', '大众传媒', 'ADC', '4', '3.2', '74.7%', '6.8', '13', '5.0', '7', '9.5', '16', '424', '7.51', '661', '28.6%', '563', '18.2%', '0.37', '0.16']
['25', 'DG丶Miki', '湖南工业', '辅助', '4', '33.5', '75.3%', '1.8', '3', '0.5', '1', '15.0', '18', '323', '0.80', '177', '7.2%', '335', '11.3%', '0.93', '0.21']
['26', 'DG丶血溅五步', '湖南工业', '上单', '1', '2.7', '40.0%', '3.0', '3', '3.0', '3', '5.0', '5', '407', '6.55', '640', '23.6%', '748', '21.5%', '0.48', '0.14']
['27', 'DG丶Rou1', '湖南工业', '打野', '7', '7.3', '64.6%', '4.9', '9', '2.0', '5', '9.7', '16', '450', '5.11', '505', '21.1%', '893', '30.8%', '0.44', '0.33']
['28', 'DG丶Poseidon', '湖南工业', '中单', '1', '12.0', '60.0%', '5.0', '5', '1.0', '1', '7.0', '7', '437', '8.21', '735', '27.1%', '886', '25.5%', '0.51', '0.20']
['29', 'DG丶U-know', '湖南工业', 'ADC', '1', '7.0', '70.0%', '6.0', '6', '2.0', '2', '8.0', '8', '449', '7.77', '679', '25.0%', '454', '13.1%', '0.34', '0.14']
['30', 'DG丶Se7en', '湖南工业', '辅助', '3', '6.3', '63.8%', '1.3', '2', '2.3', '3', '13.3', '15', '302', '0.77', '131', '5.7%', '447', '16.0%', '0.58', '0.21']
['31', 'DG丶土豆', '湖南工业', 'ADC', '6', '6.8', '63.8%', '5.8', '12', '2.2', '4', '8.8', '14', '442', '7.74', '610', '26.0%', '383', '13.6%', '0.24', '0.06']
['32', 'DG丶济末济', '湖南工业', '上单', '6', '5.0', '50.7%', '3.5', '8', '2.3', '5', '8.2', '13', '427', '7.86', '405', '17.3%', '666', '23.7%', '0.24', '0.08']
['33', 'DG丶heihei', '湖南工业', '中单', '6', '7.4', '64.5%', '7.2', '14', '2.0', '4', '7.7', '10', '473', '8.60', '668', '28.5%', '500', '17.8%', '0.28', '0.07']
['34', 'ESG丶LG', '湖南商学院', '上单', '7', '3.2', '53.9%', '5.3', '10', '3.7', '5', '6.4', '15', '396', '7.33', '505', '20.2%', '807', '24.8%', '0.25', '0.07']
['35', 'ESG丶Yasy', '湖南商学院', '打野', '7', '2.9', '61.2%', '6.0', '10', '4.6', '7', '7.3', '14', '418', '5.83', '582', '23.3%', '839', '25.8%', '0.27', '0.18']
['36', 'ESG丶KK', '湖南商学院', '中单', '3', '3.4', '58.5%', '7.3', '10', '4.7', '7', '8.7', '10', '389', '6.69', '751', '28.6%', '577', '16.9%', '0.09', '0.13']
['37', 'ESG丶KANG', '湖南商学院', 'ADC', '5', '3.1', '60.0%', '5.2', '8', '4.2', '6', '8.0', '14', '387', '6.71', '610', '23.8%', '470', '14.3%', '0.21', '0.09']
['38', 'ESG丶HaiYang', '湖南商学院', '辅助', '2', '2.8', '64.9%', '1.5', '2', '6.5', '8', '17.0', '22', '273', '0.83', '134', '5.1%', '660', '18.5%', '0.69', '0.20']
['39', 'ESG丶Anthony', '湖南商学院', '辅助', '5', '3.0', '68.4%', '0.4', '1', '4.4', '10', '12.6', '18', '277', '1.08', '196', '8.1%', '560', '18.2%', '0.82', '0.28']
['40', 'ESG丶Five', '湖南商学院', '中单', '4', '2.7', '57.1%', '2.5', '6', '3.8', '6', '7.5', '15', '356', '6.63', '551', '23.2%', '467', '15.1%', '0.34', '0.06']
['41', 'ESG丶Sakura', '湖南商学院', 'ADC', '2', '2.6', '54.8%', '5.0', '6', '4.5', '6', '6.5', '11', '387', '6.27', '525', '22.8%', '559', '17.5%', '0.16', '0.04']
['42', 'FX丶fa', '长沙环保', '打野', '7', '5.3', '70.3%', '5.7', '12', '3.3', '7', '11.6', '18', '320', '3.64', '412', '20.1%', '795', '31.0%', '0.17', '0.12']
['43', 'FX丶chen', '长沙环保', '上单', '7', '2.7', '47.1%', '3.4', '8', '4.3', '7', '8.1', '14', '297', '4.72', '423', '20.6%', '450', '17.5%', '0.11', '0.03']
['44', 'FX丶tao', '长沙环保', '中单', '7', '3.2', '59.3%', '7.0', '13', '4.6', '6', '7.6', '13', '346', '6.40', '504', '24.5%', '520', '20.3%', '0.14', '0.03']
['45', 'FX丶阿鸿', '长沙环保', '辅助', '7', '3.3', '59.3%', '1.7', '3', '4.4', '5', '12.9', '23', '231', '0.95', '182', '8.9%', '421', '16.4%', '0.40', '0.09']
['46', 'FX丶一点点', '长沙环保', 'ADC', '7', '4.8', '67.4%', '6.7', '12', '3.4', '6', '9.9', '16', '348', '6.04', '533', '25.9%', '380', '14.8%', '0.14', '0.04']
['47', 'DT丶Husky', '长沙理工', '辅助', '6', '4.2', '71.3%', '1.0', '3', '2.8', '6', '11.0', '20', '201', '0.61', '122', '8.0%', '364', '17.2%', '0.64', '0.18']
['48', 'DT丶Wolf', '长沙理工', '上单', '6', '3.6', '56.4%', '3.7', '6', '2.7', '4', '5.8', '12', '297', '6.00', '439', '28.5%', '436', '20.5%', '0.24', '0.04']
['49', 'DT丶Gao', '长沙理工', '中单', '6', '6.7', '66.3%', '3.8', '7', '1.7', '4', '7.3', '15', '304', '6.51', '383', '24.9%', '318', '15.0%', '0.21', '0.05']
['50', 'DT丶Reaper', '长沙理工', 'ADC', '6', '6.0', '77.2%', '5.8', '12', '2.2', '3', '7.2', '11', '323', '6.09', '384', '25.0%', '296', '13.9%', '0.17', '0.08']
['51', 'DT丶Hzzz', '长沙理工', '打野', '6', '2.7', '61.4%', '2.5', '4', '3.8', '8', '7.8', '15', '265', '2.98', '210', '13.7%', '710', '33.4%', '0.34', '0.28']
['52', 'DT丶548784', '长沙理工', 'ADC', '1', '1.2', '41.7%', '2.0', '2', '4.0', '4', '3.0', '3', '353', '8.12', '474', '22.0%', '395', '12.3%', '0.00', '0.00']
['53', 'DT丶Tc1tc', '长沙理工', '上单', '1', '1.0', '33.3%', '2.0', '2', '4.0', '4', '2.0', '2', '329', '7.70', '264', '12.3%', '816', '25.4%', '0.00', '0.00']
['54', 'DT、zyxxxxx', '长沙理工', '打野', '1', '1.4', '58.3%', '2.0', '2', '5.0', '5', '5.0', '5', '319', '3.82', '315', '14.7%', '829', '25.8%', '0.00', '0.00']
['55', 'DT丶Peng', '长沙理工', '中单', '1', '1.2', '50.0%', '5.0', '5', '5.0', '5', '1.0', '1', '329', '6.21', '420', '19.5%', '576', '17.9%', '0.00', '0.00']
['56', 'DT丶BLUE', '长沙理工', '辅助', '1', '1.3', '75.0%', '1.0', '1', '7.0', '7', '8.0', '8', '256', '0.62', '678', '31.5%', '602', '18.7%', '0.00', '0.00']
['57', 'lm丶An', '长沙民政', '上单', '7', '2.6', '48.2%', '2.6', '5', '3.0', '5', '5.1', '11', '375', '7.25', '423', '19.4%', '619', '22.5%', '0.21', '0.02']
['58', 'lm丶吃蛋挞', '长沙民政', 'ADC', '7', '2.3', '37.5%', '3.0', '6', '2.6', '5', '3.0', '6', '397', '7.48', '412', '18.9%', '428', '15.6%', '0.19', '0.02']
['59', 'lm丶高坂穗乃果', '长沙民政', '中单', '3', '1.8', '54.8%', '3.7', '7', '4.3', '8', '4.0', '6', '363', '7.11', '586', '28.8%', '494', '17.0%', '0.00', '0.00']
['60', 'lm丶高坂穗乃果', '长沙民政', '辅助', '4', '3.0', '55.7%', '1.2', '2', '3.2', '6', '8.5', '15', '327', '1.31', '432', '18.9%', '395', '15.1%', '0.98', '0.47']
['61', 'lm丶Maty', '长沙民政', '辅助', '2', '3.6', '54.5%', '1.0', '2', '2.5', '4', '8.0', '13', '277', '0.59', '275', '12.6%', '384', '14.6%', '0.00', '0.00']
['62', 'lm丶watermelon', '长沙民政', '打野', '1', '1.5', '66.7%', '4.0', '4', '4.0', '4', '2.0', '2', '303', '3.24', '363', '19.1%', '832', '29.1%', '0.00', '0.00']
['63', 'lm丶watermelon', '长沙民政', '辅助', '1', '1.4', '77.8%', '0.0', '0', '5.0', '5', '7.0', '7', '219', '1.36', '175', '9.9%', '616', '18.0%', '0.00', '0.00']
['64', 'lm丶椒椒不吃辣椒', '长沙民政', '打野', '6', '3.3', '64.1%', '4.8', '8', '3.3', '7', '6.2', '10', '420', '4.98', '479', '21.5%', '871', '32.0%', '0.19', '0.12']
['65', 'lm丶God', '长沙民政', '中单', '4', '7.0', '50.0%', '5.5', '8', '1.2', '4', '3.2', '5', '427', '8.03', '489', '21.4%', '342', '13.0%', '0.55', '0.08']
['66', 'EA丶Llly', '长沙学院', '中单', '7', '3.6', '79.6%', '6.9', '15', '3.6', '6', '6.0', '12', '399', '8.06', '717', '34.2%', '531', '16.6%', '0.37', '0.15']
['67', 'EA丶Snowing', '长沙学院', '上单', '1', '0.3', '20.0%', '0.0', '0', '7.0', '7', '2.0', '2', '289', '5.36', '309', '15.8%', '806', '27.2%', '0.33', '0.10']
['68', 'EA丶953zzz', '长沙学院', '打野', '1', '3.0', '90.0%', '3.0', '3', '3.0', '3', '6.0', '6', '288', '2.73', '276', '14.1%', '884', '29.8%', '1.13', '0.20']
['69', 'EA丶新年adcarry', '长沙学院', 'ADC', '7', '2.0', '66.4%', '4.1', '8', '5.3', '6', '6.6', '12', '381', '7.99', '592', '28.2%', '506', '15.8%', '0.33', '0.13']
['70', 'EA丶GZ', '长沙学院', '打野', '5', '3.1', '67.5%', '1.8', '3', '3.4', '5', '8.6', '15', '333', '4.44', '284', '13.6%', '983', '29.3%', '0.71', '0.43']
['71', 'EA丶GZ', '长沙学院', '辅助', '2', '1.9', '63.9%', '0.0', '0', '6.0', '6', '11.5', '16', '243', '0.79', '126', '6.0%', '591', '20.6%', '0.82', '0.18']
['72', 'EA丶Druid', '长沙学院', '辅助', '5', '3.2', '66.2%', '1.4', '3', '3.2', '5', '8.8', '16', '260', '1.24', '173', '8.3%', '670', '20.0%', '1.23', '0.28']
177
['1', 'Xmithie', 'CLG', '打野', '6', '4.5', '61.4%', '2.0', '6', '2.0', '4', '7.0', '13', '359', '4.82', '384', '17.4%', '816', '26.5%', '0.68', '0.56']
