名次,战队,KDA,场均击杀,场均死亡,每分钟伤害,一血率,场均时长,场均经济,每分钟经济,每分钟补刀,场均小龙,小龙控制率,场均大龙,大龙控制率,每分钟插眼,每分钟排眼,排眼效率,场均推塔数,场均被推塔数,year,Season
3, ROC, 2.4, 10.9, 14.8, 1855, 33.3%, 34:14, 61252, 1788, 31.43, 1.2, 40.6%, 0.8, 48.1%, 3.53, 1.13, 31.8%, 6.3, 7.0, 2017, 2017LCS欧洲夏季赛
4, H2K, 4.3, 12.9, 10.2, 1950, 62.2%, 32:56, 59683, 1812, 31.19, 1.5, 55.4%, 0.8, 60.4%, 3.43, 1.43, 39.9%, 6.8, 4.9, 2017, 2017LCS欧洲夏季赛
5, UOL, 3.0, 12.4, 13.8, 2006, 28.9%, 33:16, 59210, 1779, 30.89, 1.3, 51.6%, 0.8, 52.7%, 3.11, 1.11, 31.2%, 6.2, 5.7, 2017, 2017LCS欧洲夏季赛
6, G2, 4.5, 12.5, 9.6, 2032, 47.7%, 35:30, 65590, 1846, 32.67, 2.2, 66.0%, 1.0, 63.9%, 3.49, 1.42, 38.4%, 7.5, 5.2, 2017, 2017LCS欧洲夏季赛
7, VIT, 2.6, 10.6, 13.2, 1864, 55.2%, 33:7, 56816, 1715, 30.96, 1.0, 34.1%, 0.5, 37.8%, 3.52, 1.19, 34.2%, 5.0, 6.7, 2017, 2017LCS欧洲夏季赛
8, SPY, 4.1, 15.5, 12.5, 2105, 32.4%, 35:27, 64398, 1815, 31.73, 1.2, 40.4%, 0.6, 40.8%, 3.77, 1.34, 37.5%, 6.0, 6.0, 2017, 2017LCS欧洲夏季赛
9, MSF, 4.0, 13.0, 11.3, 1879, 57.1%, 34:26, 62585, 1817, 31.82, 1.6, 56.1%, 0.8, 56.1%, 3.97, 1.41, 39.2%, 6.2, 6.3, 2017, 2017LCS欧洲夏季赛
1, SKT, 3.5, 10.7, 10.1, 1892, 47.3%, 35:4, 64910, 1851, 33.75, 2.0, 60.5%, 0.9, 57.5%, 3.46, 1.51, 38.4%, 6.8, 5.6, 2017, 2017LCK韩国夏季赛
2, KT, 5.2, 13.3, 8.7, 2014, 59.6%, 35:17, 65644, 1859, 32.63, 1.9, 58.8%, 0.9, 57.0%, 4.04, 1.55, 41.0%, 7.7, 4.6, 2017, 2017LCK韩国夏季赛
3, JAG, 3.1, 9.7, 10.8, 1927, 59.5%, 37:42, 67980, 1802, 32.77, 1.6, 44.5%, 1.1, 57.7%, 3.98, 1.48, 39.4%, 6.7, 6.0, 2017, 2017LCK韩国夏季赛
4, HLE, 2.8, 9.5, 12.5, 1799, 41.9%, 37:13, 64799, 1740, 31.91, 1.0, 26.4%, 0.9, 45.7%, 3.85, 1.42, 37.0%, 5.5, 7.9, 2017, 2017LCK韩国夏季赛
5, GEN, 3.6, 9.8, 9.2, 1943, 56.8%, 35:54, 65855, 1833, 34.02, 1.9, 54.9%, 0.8, 46.6%, 3.66, 1.62, 42.4%, 7.2, 5.5, 2017, 2017LCK韩国夏季赛
6, KZ, 5.0, 13.6, 9.2, 2084, 58.3%, 35:22, 66337, 1874, 32.72, 2.0, 59.4%, 1.0, 62.2%, 3.87, 1.43, 38.7%, 7.9, 4.0, 2017, 2017LCK韩国夏季赛
7, BBQ, 2.6, 8.2, 10.4, 1717, 37.8%, 35:38, 60568, 1699, 32.30, 1.4, 41.6%, 0.4, 28.2%, 3.89, 1.30, 34.3%, 4.4, 8.0, 2017, 2017LCK韩国夏季赛
8, AFs, 3.4, 10.8, 10.8, 1934, 58.0%, 37:0, 67222, 1816, 32.89, 2.1, 57.4%, 0.8, 48.1%, 4.05, 1.63, 42.2%, 6.6, 6.1, 2017, 2017LCK韩国夏季赛
9, MVP, 2.6, 9.2, 12.5, 1855, 33.3%, 38:0, 65848, 1732, 31.90, 2.1, 55.9%, 0.8, 44.3%, 3.57, 1.56, 40.1%, 4.8, 8.2, 2017, 2017LCK韩国夏季赛
1, OMG, 1.7, 9.0, 16.0, 1827, 100.0%, 37:33, 61631, 1641, 35.61, 1.3, 33.3%, 0.0, 0.0%, 3.82, 1.13, 32.4%, 2.7, 10.3, 2017, 德玛西亚杯长沙站
2, EDG, 3.5, 18.2, 17.8, 2153, 100.0%, 40:18, 72556, 1799, 34.57, 2.0, 47.1%, 0.8, 33.3%, 4.23, 1.41, 36.3%, 5.8, 7.8, 2017, 德玛西亚杯长沙站
3, IG, 6.4, 12.5, 6.6, 1933, 63.6%, 30:59, 57987, 1871, 35.72, 1.3, 43.8%, 0.7, 57.1%, 3.28, 1.13, 33.9%, 8.3, 3.7, 2017, 德玛西亚杯长沙站
4, LGD, 4.1, 18.5, 14.9, 2461, 62.5%, 37:42, 70812, 1877, 33.08, 3.0, 77.4%, 0.9, 50.0%, 4.25, 1.37, 39.1%, 7.8, 5.4, 2017, 德玛西亚杯长沙站
5, SS, 3.6, 21.7, 19.3, 2417, 66.7%, 44:1, 79413, 1803, 28.67, 1.7, 38.5%, 2.0, 75.0%, 3.73, 1.29, 36.2%, 8.0, 6.0, 2017, 德玛西亚杯长沙站
6, VG, 3.0, 13.3, 14.8, 1993, 25.0%, 37:15, 69604, 1868, 36.32, 2.6, 66.0%, 1.2, 71.4%, 3.86, 1.53, 38.9%, 7.0, 5.8, 2017, 德玛西亚杯长沙站
7, NB, 2.8, 17.7, 22.7, 2559, 33.3%, 43:39, 79653, 1824, 32.64, 0.3, 7.1%, 0.7, 25.0%, 3.97, 1.50, 34.5%, 5.0, 9.7, 2017, 德玛西亚杯长沙站
8, RNG, 4.8, 17.0, 11.3, 1859, 72.7%, 40:59, 76469, 1865, 36.21, 1.7, 40.4%, 1.0, 52.4%, 3.66, 1.63, 41.3%, 8.6, 6.1, 2017, 德玛西亚杯长沙站
9, WE, 1.0, 6.7, 19.0, 1737, 33.3%, 31:58, 50398, 1576, 34.10, 1.0, 33.3%, 0.3, 25.0%, 3.49, 1.01, 28.8%, 1.7, 9.3, 2017, 德玛西亚杯长沙站
10, SDG, 3.7, 15.9, 14.0, 2219, 44.4%, 37:46, 70312, 1861, 31.79, 2.1, 52.8%, 1.2, 61.1%, 4.10, 1.37, 35.5%, 7.3, 5.6, 2017, 德玛西亚杯长沙站
11, OMD, 1.4, 8.0, 15.5, 1938, 100.0%, 28:1, 46308, 1652, 29.39, 1.0, 40.0%, 0.0, 0.0%, 3.60, 1.11, 32.6%, 3.5, 9.0, 2017, 德玛西亚杯长沙站
12, GT, 1.4, 6.3, 14.0, 1627, 0.0%, 39:38, 66093, 1667, 31.11, 2.3, 63.6%, 0.7, 50.0%, 3.93, 1.53, 38.8%, 5.7, 7.7, 2017, 德玛西亚杯长沙站
13, YM, 2.7, 9.5, 12.0, 1609, 25.0%, 34:0, 57251, 1683, 30.90, 1.5, 50.0%, 0.5, 50.0%, 3.70, 1.62, 44.0%, 4.5, 5.8, 2017, 德玛西亚杯长沙站
14, IM, 4.1, 12.8, 10.9, 1926, 18.8%, 36:51, 68358, 1854, 35.39, 2.2, 64.3%, 1.0, 61.5%, 3.39, 1.46, 40.4%, 8.1, 5.7, 2017, 德玛西亚杯长沙站
15, LD, 3.1, 13.7, 14.8, 2102, 66.7%, 34:24, 61846, 1797, 31.60, 1.5, 52.9%, 0.7, 44.4%, 3.45, 1.18, 34.3%, 5.0, 6.2, 2017, 德玛西亚杯长沙站
16, JDG, 3.3, 15.0, 16.4, 2089, 20.0%, 35:4, 61642, 1757, 28.29, 1.2, 37.5%, 0.8, 50.0%, 3.43, 1.23, 32.8%, 6.2, 5.6, 2017, 德玛西亚杯长沙站
17, DAN, 2.6, 13.0, 15.2, 1856, 60.0%, 29:45, 52363, 1759, 29.66, 1.4, 46.7%, 0.4, 50.0%, 3.47, 1.31, 36.5%, 5.0, 6.2, 2017, 德玛西亚杯长沙站
18, Tyloo, 0.7, 3.5, 11.5, 940, 50.0%, 29:11, 45885, 1571, 31.12, 1.5, 60.0%, 0.0, 0.0%, 3.46, 0.82, 27.9%, 2.5, 10.5, 2017, 德玛西亚杯长沙站
19, SNG, 4.2, 13.2, 10.8, 1988, 100.0%, 39:43, 71451, 1798, 31.28, 1.2, 33.3%, 1.0, 60.0%, 3.73, 1.47, 40.7%, 7.5, 7.2, 2017, 德玛西亚杯长沙站
20, JDM, 2.4, 11.7, 15.3, 2064, 66.7%, 38:0, 63322, 1666, 28.34, 2.7, 61.5%, 0.7, 40.0%, 3.91, 1.33, 34.2%, 4.0, 7.7, 2017, 德玛西亚杯长沙站
21, MSC, 4.0, 16.3, 14.7, 2379, 33.3%, 36:25, 64984, 1784, 30.23, 1.3, 44.4%, 1.0, 60.0%, 3.39, 1.33, 38.6%, 5.3, 6.0, 2017, 德玛西亚杯长沙站
22, PRW, 2.3, 11.8, 17.8, 2123, 20.0%, 37:13, 60465, 1624, 28.68, 2.0, 55.6%, 0.4, 20.0%, 3.46, 1.05, 29.9%, 4.0, 9.0, 2017, 德玛西亚杯长沙站
23, RT, 2.6, 10.0, 12.5, 1719, 100.0%, 30:26, 47574, 1563, 26.98, 0.0, 0.0%, 0.0, 0.0%, 3.43, 1.05, 30.0%, 3.0, 8.0, 2017, 德玛西亚杯长沙站
1, SKT, 4.9, 15.1, 8.9, 2098, 47.1%, 33:10, 65084, 1961, 33.79, 2.5, 75.4%, 1.1, 82.6%, 3.16, 1.48, 39.8%, 8.4, 2.7, 2017, 2017MSI季中冠军赛
2, FW, 3.7, 10.6, 9.9, 1692, 42.9%, 35:38, 61167, 1716, 31.02, 1.6, 45.1%, 0.6, 56.2%, 4.17, 1.34, 38.3%, 4.9, 6.4, 2017, 2017MSI季中冠军赛
3, G2, 2.8, 11.4, 13.6, 1948, 44.4%, 38:3, 65761, 1728, 32.01, 1.6, 38.9%, 0.5, 29.0%, 3.64, 1.36, 38.5%, 5.2, 7.1, 2017, 2017MSI季中冠军赛
4, WE, 3.9, 12.9, 11.8, 1997, 50.0%, 35:13, 63569, 1804, 30.95, 1.5, 43.8%, 1.0, 63.6%, 3.63, 1.28, 35.4%, 6.6, 5.2, 2017, 2017MSI季中冠军赛
5, TSM, 2.7, 10.7, 13.5, 1895, 45.5%, 39:33, 67149, 1697, 31.03, 2.4, 55.3%, 0.5, 27.8%, 3.91, 1.35, 35.2%, 4.9, 8.5, 2017, 2017MSI季中冠军赛
1, FW, 18.3, 21.7, 3.7, 2037, 100.0%, 27:11, 56333, 2072, 33.22, 1.3, 66.7%, 0.7, 100.0%, 3.97, 1.47, 48.0%, 8.7, 1.7, 2017, 2017MSI入围赛
2, TSM, 2.8, 15.2, 16.2, 2041, 20.0%, 33:0, 60354, 1828, 29.32, 1.4, 41.2%, 1.0, 71.4%, 3.62, 1.31, 33.5%, 7.0, 5.6, 2017, 2017MSI入围赛
3, SUP, 2.1, 10.5, 16.5, 2018, 30.8%, 31:2, 52921, 1704, 28.77, 1.6, 63.6%, 0.5, 46.2%, 3.33, 1.27, 36.6%, 5.3, 5.6, 2017, 2017MSI入围赛
4, PGM, 3.0, 12.3, 13.0, 1908, 50.0%, 34:30, 58002, 1680, 29.54, 1.5, 45.0%, 0.5, 33.3%, 3.26, 1.32, 37.4%, 3.2, 7.7, 2017, 2017MSI入围赛
5, RED, 3.1, 16.3, 16.2, 2043, 66.7%, 37:32, 69740, 1857, 29.17, 0.8, 27.8%, 1.3, 61.5%, 3.77, 1.15, 34.5%, 9.0, 5.8, 2017, 2017MSI入围赛
6, VP, 2.9, 15.3, 16.3, 2277, 50.0%, 40:43, 73642, 1808, 31.08, 2.3, 53.8%, 0.7, 40.0%, 3.87, 1.49, 38.6%, 6.7, 8.0, 2017, 2017MSI入围赛
7, R7, 5.2, 14.0, 8.7, 1539, 83.3%, 42:38, 77297, 1812, 31.37, 2.2, 50.0%, 1.5, 75.0%, 4.22, 1.57, 37.6%, 8.0, 6.0, 2017, 2017MSI入围赛
8, ISG, 1.7, 11.0, 19.8, 1919, 33.3%, 33:29, 55541, 1658, 29.50, 0.7, 21.1%, 0.2, 14.3%, 3.86, 1.20, 32.3%, 4.2, 8.8, 2017, 2017MSI入围赛
9, DW, 2.6, 11.0, 13.0, 1884, 50.0%, 33:53, 58347, 1722, 30.74, 1.3, 47.1%, 0.5, 37.5%, 3.24, 1.19, 33.8%, 4.5, 8.3, 2017, 2017MSI入围赛
1, KDM, 2.6, 8.3, 10.8, 1626, 45.5%, 38:48, 66351, 1710, 32.28, 0.8, 30.0%, 0.8, 50.0%, 4.02, 1.71, 43.4%, 5.5, 6.8, 2017, 2017LCK升降级赛
2, CJE, 1.6, 6.2, 12.0, 1562, 80.0%, 35:42, 58739, 1645, 31.50, 1.0, 45.5%, 0.2, 12.5%, 4.04, 1.51, 38.9%, 4.2, 8.6, 2017, 2017LCK升降级赛
3, JAG, 5.4, 12.0, 7.5, 1823, 50.0%, 36:48, 67823, 1842, 32.50, 2.3, 82.4%, 1.0, 75.0%, 3.78, 1.56, 40.4%, 8.5, 3.8, 2017, 2017LCK升降级赛
1, LGD, 7.2, 18.5, 7.8, 2221, 33.3%, 31:46, 64279, 2023, 37.89, 2.3, 77.8%, 1.3, 100.0%, 3.83, 1.58, 43.7%, 8.8, 3.3, 2017, 2017LPL升降级赛
2, SS, 7.5, 23.0, 11.0, 2523, 33.3%, 35:51, 73559, 2051, 38.31, 2.7, 88.9%, 1.3, 66.7%, 4.21, 1.60, 45.1%, 10.0, 2.0, 2017, 2017LPL升降级赛
3, VG, 2.4, 11.1, 17.6, 1902, 42.9%, 37:36, 63630, 1691, 34.67, 0.9, 24.0%, 0.9, 42.9%, 3.78, 1.49, 36.8%, 3.9, 8.1, 2017, 2017LPL升降级赛
4, GT, 1.3, 8.3, 17.0, 1570, 66.7%, 30:43, 52327, 1702, 35.14, 0.3, 11.1%, 0.0, 0.0%, 3.58, 0.87, 23.3%, 4.3, 8.3, 2017, 2017LPL升降级赛
5, YM, 1.2, 7.3, 20.0, 1375, 66.7%, 32:48, 52755, 1607, 34.31, 1.0, 33.3%, 0.0, 0.0%, 3.67, 1.35, 34.4%, 2.3, 9.3, 2017, 2017LPL升降级赛
1, MSK, 4.1, 21.5, 16.5, 2160, 33.3%, 35:14, 65592, 1861, 27.48, 2.2, 56.5%, 1.2, 100.0%, 3.53, 1.35, 41.2%, 7.5, 4.7, 2017, 2017GPL东南亚春季赛
2, FTS, 2.3, 15.5, 19.5, 2111, 16.7%, 34:28, 59652, 1730, 29.73, 1.5, 45.0%, 0.3, 25.0%, 3.07, 1.26, 37.2%, 4.2, 7.8, 2017, 2017GPL东南亚春季赛
3, KLH, 4.5, 17.2, 12.3, 2119, 83.3%, 33:24, 62370, 1867, 30.27, 2.2, 61.9%, 0.8, 62.5%, 3.46, 1.33, 39.8%, 7.3, 4.0, 2017, 2017GPL东南亚春季赛
1, 大众传媒, 1.2, 10.5, 25.0, 1831, 16.7%, 29:36, 45919, 1551, 26.62, 0.5, 20.0%, 0.3, 33.3%, 2.63, 0.92, 30.1%, 0.8, 8.0, 2017, 2017LCL校际精英赛-长沙站
2, 湖南工业, 4.0, 22.1, 18.8, 2562, 33.3%, 35:25, 66876, 1887, 28.43, 1.3, 54.5%, 0.7, 66.7%, 3.19, 0.98, 33.0%, 4.6, 3.9, 2017, 2017LCL校际精英赛-长沙站
3, 湖南商学院, 1.9, 14.7, 22.5, 2074, 16.7%, 28:8, 48813, 1734, 26.40, 1.2, 46.7%, 0.5, 42.9%, 2.45, 0.79, 27.1%, 3.8, 7.5, 2017, 2017LCL校际精英赛-长沙站
4, 长沙环保, 4.4, 19.5, 13.8, 2197, 27.3%, 31:54, 61125, 1872, 28.98, 1.3, 51.9%, 0.5, 60.0%, 3.30, 1.13, 37.7%, 5.2, 2.5, 2017, 2017LCL校际精英赛-长沙站
5, 长沙理工, 3.9, 21.1, 16.3, 2291, 71.4%, 32:42, 61315, 1874, 29.18, 2.0, 60.9%, 0.4, 30.0%, 3.20, 1.21, 41.0%, 6.6, 4.4, 2017, 2017LCL校际精英赛-长沙站
6, 长沙民政, 2.4, 15.7, 20.3, 2008, 42.9%, 29:26, 52753, 1791, 27.67, 1.0, 38.9%, 0.6, 66.7%, 2.65, 0.99, 33.2%, 4.7, 5.7, 2017, 2017LCL校际精英赛-长沙站
7, 安全学院, 3.0, 17.9, 18.6, 2147, 71.4%, 35:21, 61779, 1747, 27.11, 1.4, 47.6%, 0.3, 28.6%, 3.11, 1.04, 36.6%, 4.9, 5.1, 2017, 2017LCL校际精英赛-长沙站
1, H2K, 4.5, 13.0, 9.9, 1993, 60.0%, 41:41, 74779, 1793, 31.26, 2.7, 65.9%, 0.9, 56.2%, 3.63, 1.62, 40.5%, 7.5, 6.2, 2017, 2017IEM卡托维兹站
2, UOL, 2.5, 12.2, 17.2, 2139, 20.0%, 42:43, 74326, 1739, 30.89, 1.4, 35.0%, 0.6, 30.0%, 3.34, 1.35, 34.9%, 5.4, 8.2, 2017, 2017IEM卡托维兹站
3, KDM, 1.6, 5.2, 9.8, 1657, 50.0%, 35:56, 59789, 1663, 34.06, 1.8, 53.8%, 0.2, 25.0%, 3.96, 1.68, 44.3%, 3.2, 6.5, 2017, 2017IEM卡托维兹站
4, HLE, 3.5, 16.7, 15.6, 2495, 42.9%, 36:24, 69155, 1899, 32.36, 2.1, 65.2%, 0.9, 50.0%, 3.75, 1.40, 40.9%, 7.3, 5.9, 2017, 2017IEM卡托维兹站
5, HKA, 2.8, 13.2, 14.0, 2001, 50.0%, 38:30, 68038, 1766, 32.11, 1.7, 41.7%, 0.8, 55.6%, 3.96, 1.47, 39.1%, 5.7, 6.5, 2017, 2017IEM卡托维兹站
6, FW, 6.1, 13.6, 7.5, 2024, 62.5%, 42:22, 78350, 1848, 31.38, 2.5, 58.8%, 1.2, 71.4%, 4.03, 1.61, 46.2%, 10.0, 4.6, 2017, 2017IEM卡托维兹站
7, G2, 3.2, 12.5, 12.8, 1904, 54.5%, 35:11, 62555, 1777, 31.87, 1.2, 34.2%, 0.7, 50.0%, 3.63, 1.37, 36.0%, 5.8, 6.5, 2017, 2017IEM卡托维兹站
1, GMB, 3.1, 14.1, 15.2, 2184, 50.0%, 39:40, 68864, 1735, 30.03, 2.1, 51.0%, 0.9, 50.0%, 3.33, 1.23, 37.1%, 5.2, 8.0, 2017, 2017LCL独联体春季赛
2, M19, 4.0, 14.8, 11.8, 2253, 92.3%, 41:16, 75073, 1819, 30.52, 2.8, 64.9%, 1.0, 48.1%, 3.34, 1.20, 35.9%, 7.9, 5.2, 2017, 2017LCL独联体春季赛
3, VEG, 4.0, 14.5, 11.5, 2341, 46.2%, 38:9, 70824, 1855, 31.07, 2.2, 57.1%, 0.9, 60.0%, 3.49, 1.30, 40.9%, 8.1, 5.2, 2017, 2017LCL独联体春季赛
4, VS, 3.0, 15.8, 15.9, 2266, 41.7%, 38:6, 71004, 1863, 30.70, 1.9, 46.0%, 1.1, 61.9%, 3.07, 1.32, 38.0%, 8.1, 4.3, 2017, 2017LCL独联体春季赛
5, VP, 4.3, 11.9, 9.4, 1902, 50.0%, 36:59, 67487, 1824, 32.41, 2.7, 64.0%, 0.8, 50.0%, 3.46, 1.32, 39.5%, 8.0, 4.8, 2017, 2017LCL独联体春季赛
6, TJA, 3.8, 15.1, 13.1, 2068, 46.2%, 39:20, 70065, 1780, 30.45, 1.6, 38.9%, 0.9, 57.1%, 3.42, 1.21, 35.8%, 5.9, 6.2, 2017, 2017LCL独联体春季赛
7, NAVI, 2.6, 11.4, 15.2, 2051, 53.8%, 39:39, 67029, 1690, 30.52, 1.9, 48.1%, 0.6, 38.1%, 3.20, 1.29, 38.8%, 4.5, 8.0, 2017, 2017LCL独联体春季赛
1, AHQ, 4.4, 13.9, 10.5, 1949, 56.8%, 36:11, 67534, 1866, 32.70, 2.3, 63.4%, 0.9, 61.4%, 3.57, 1.56, 40.1%, 7.7, 4.4, 2017, 2017LMS港澳台春季联赛
2, HKA, 3.1, 11.4, 12.2, 1856, 69.0%, 36:39, 63723, 1738, 30.87, 1.9, 51.4%, 0.7, 43.2%, 3.87, 1.33, 36.4%, 5.6, 7.0, 2017, 2017LMS港澳台春季联赛
3, FW, 7.5, 15.8, 6.6, 2081, 51.5%, 36:30, 70044, 1918, 31.83, 2.5, 71.9%, 1.1, 72.5%, 3.87, 1.41, 38.1%, 9.6, 2.8, 2017, 2017LMS港澳台春季联赛
4, M17, 2.5, 10.5, 13.6, 1916, 55.6%, 37:11, 64541, 1735, 30.71, 1.8, 51.6%, 0.8, 51.8%, 3.62, 1.41, 37.3%, 6.3, 6.5, 2017, 2017LMS港澳台春季联赛
5, XG, 2.1, 7.7, 12.7, 1604, 35.5%, 36:31, 59336, 1624, 29.89, 1.3, 37.5%, 0.5, 28.6%, 3.74, 1.18, 33.4%, 3.5, 8.4, 2017, 2017LMS港澳台春季联赛
6, JT, 4.0, 13.1, 10.9, 1930, 43.6%, 37:18, 66882, 1792, 30.85, 1.8, 54.7%, 1.0, 60.9%, 3.79, 1.31, 34.7%, 7.2, 5.2, 2017, 2017LMS港澳台春季联赛
7, FB, 2.9, 11.1, 12.3, 1838, 45.5%, 36:19, 61843, 1702, 30.02, 1.6, 46.0%, 0.8, 59.6%, 3.50, 1.30, 35.8%, 5.2, 6.8, 2017, 2017LMS港澳台春季联赛
1, DP, 2.5, 12.2, 15.6, 1862, 39.3%, 34:28, 58560, 1698, 29.39, 1.4, 40.4%, 0.6, 42.1%, 2.94, 1.09, 33.4%, 4.7, 7.4, 2017, 2017TCL土耳其冬季赛
2, SUP, 4.3, 17.1, 12.8, 2260, 55.6%, 33:5, 62348, 1884, 29.22, 2.2, 71.4%, 1.0, 76.6%, 3.24, 1.19, 38.7%, 8.1, 3.8, 2017, 2017TCL土耳其冬季赛
3, FB, 3.3, 14.6, 14.1, 2078, 43.2%, 37:1, 66041, 1783, 30.41, 1.6, 41.5%, 0.6, 39.3%, 3.46, 1.33, 41.6%, 6.4, 6.4, 2017, 2017TCL土耳其冬季赛
4, CEC, 3.2, 16.8, 16.4, 2175, 48.7%, 34:25, 63546, 1846, 29.99, 2.0, 58.1%, 0.8, 53.6%, 3.03, 1.11, 34.7%, 7.0, 5.1, 2017, 2017TCL土耳其冬季赛
5, GLK, 3.0, 15.0, 16.1, 1939, 65.5%, 33:54, 58981, 1739, 27.84, 1.4, 40.8%, 0.8, 51.1%, 3.08, 0.91, 29.2%, 5.7, 7.9, 2017, 2017TCL土耳其冬季赛
6, GAL, 2.8, 13.8, 15.2, 2112, 38.5%, 36:32, 63210, 1729, 29.58, 1.4, 38.1%, 0.6, 39.5%, 3.09, 1.04, 33.2%, 5.0, 7.8, 2017, 2017TCL土耳其冬季赛
7, HWA, 3.2, 16.8, 16.6, 2153, 60.6%, 35:40, 63491, 1779, 29.17, 1.8, 50.8%, 0.7, 50.0%, 3.26, 1.14, 35.2%, 5.9, 6.6, 2017, 2017TCL土耳其冬季赛
1, CHF, 4.2, 18.3, 13.3, 2257, 55.6%, 31:49, 59834, 1879, 29.65, 1.8, 60.5%, 0.8, 65.6%, 3.45, 1.11, 34.0%, 7.1, 4.9, 2017, 2017OPL春季赛
2, AE, 2.0, 10.8, 16.5, 1896, 29.2%, 34:42, 58312, 1679, 29.89, 1.5, 43.0%, 0.4, 31.0%, 3.30, 1.12, 34.1%, 4.2, 8.5, 2017, 2017OPL春季赛
3, AV, 2.7, 14.2, 15.6, 2082, 50.0%, 34:29, 61619, 1786, 29.66, 1.4, 44.9%, 0.7, 52.8%, 3.42, 1.31, 38.2%, 6.3, 6.8, 2017, 2017OPL春季赛
4, DW, 5.0, 18.9, 11.4, 2249, 56.5%, 32:25, 63405, 1955, 32.02, 2.0, 65.3%, 0.9, 70.0%, 3.15, 1.38, 41.4%, 8.0, 3.3, 2017, 2017OPL春季赛
5, X5, 1.5, 10.8, 20.8, 1707, 40.9%, 30:36, 49083, 1603, 27.57, 0.7, 27.6%, 0.3, 26.1%, 2.82, 0.97, 29.6%, 2.3, 9.3, 2017, 2017OPL春季赛
6, LGC, 5.3, 19.8, 12.1, 2299, 48.1%, 35:13, 67300, 1910, 30.26, 2.2, 65.9%, 1.0, 61.9%, 3.45, 1.25, 36.3%, 7.8, 5.4, 2017, 2017OPL春季赛
7, SIN, 2.9, 17.3, 17.9, 2283, 58.5%, 34:59, 62995, 1800, 27.51, 1.7, 51.9%, 0.7, 46.6%, 3.53, 1.01, 30.4%, 7.8, 5.4, 2017, 2017OPL春季赛
1, PNG, 4.2, 12.1, 9.1, 1798, 62.5%, 39:27, 69996, 1774, 31.06, 2.4, 57.4%, 0.6, 41.7%, 3.82, 1.35, 36.1%, 7.2, 5.8, 2017, 2017CBL巴西夏季赛
2, ITZ, 3.2, 11.6, 11.7, 1634, 37.5%, 33:21, 59668, 1788, 30.12, 1.9, 54.4%, 0.8, 61.9%, 3.69, 1.06, 30.1%, 7.2, 5.1, 2017, 2017CBL巴西夏季赛
3, CNB, 3.9, 12.1, 9.8, 2052, 30.0%, 40:39, 70011, 1722, 31.17, 1.9, 44.2%, 0.8, 47.1%, 3.44, 1.47, 41.3%, 5.1, 7.7, 2017, 2017CBL巴西夏季赛
4, RED, 5.0, 11.2, 7.1, 1839, 68.8%, 35:46, 65890, 1841, 31.56, 2.2, 64.8%, 1.2, 76.0%, 3.54, 1.34, 37.3%, 9.1, 3.9, 2017, 2017CBL巴西夏季赛
5, KST, 3.1, 11.7, 12.2, 1691, 50.0%, 40:44, 71157, 1746, 30.69, 2.6, 59.0%, 0.9, 54.5%, 4.02, 1.53, 41.9%, 6.5, 5.7, 2017, 2017CBL巴西夏季赛
6, OPK, 2.7, 13.1, 15.6, 2022, 50.0%, 39:29, 67385, 1706, 29.81, 1.8, 44.0%, 1.0, 57.1%, 3.54, 1.15, 33.9%, 4.6, 8.3, 2017, 2017CBL巴西夏季赛
7, KBM, 1.7, 9.5, 17.0, 1918, 60.0%, 41:58, 69936, 1666, 30.45, 1.6, 37.2%, 0.5, 26.3%, 3.15, 1.32, 35.3%, 4.4, 8.7, 2017, 2017CBL巴西夏季赛
1, CLG, 2.8, 14.5, 16.5, 2034, 55.1%, 37:24, 65919, 1762, 29.40, 2.1, 53.3%, 0.8, 53.9%, 3.43, 1.21, 35.9%, 6.1, 6.6, 2017, 2017LCS北美春季赛
2, C9, 4.2, 14.8, 11.5, 2102, 55.8%, 37:30, 69050, 1841, 31.51, 2.0, 50.2%, 0.9, 59.3%, 3.40, 1.32, 37.5%, 7.6, 5.5, 2017, 2017LCS北美春季赛
3, P1, 3.8, 13.7, 12.2, 2109, 48.1%, 36:34, 65292, 1785, 30.14, 2.2, 57.4%, 0.8, 57.9%, 3.63, 1.25, 37.4%, 6.8, 5.5, 2017, 2017LCS北美春季赛
4, TL, 2.7, 12.4, 15.3, 1943, 44.7%, 36:10, 62660, 1732, 30.84, 1.3, 33.5%, 0.6, 42.0%, 3.40, 1.20, 35.3%, 4.8, 7.5, 2017, 2017LCS北美春季赛
5, TSM, 4.3, 15.1, 11.6, 1886, 43.6%, 35:26, 65719, 1854, 31.52, 2.3, 61.7%, 0.8, 58.9%, 3.66, 1.22, 35.4%, 7.8, 4.9, 2017, 2017LCS北美春季赛
6, IMT, 2.9, 13.8, 14.5, 2020, 52.3%, 38:3, 69347, 1822, 31.56, 2.0, 51.1%, 0.8, 45.5%, 3.73, 1.26, 35.8%, 6.5, 6.8, 2017, 2017LCS北美春季赛
7, FOX, 2.8, 13.5, 15.7, 2026, 55.8%, 37:18, 65391, 1752, 30.13, 1.8, 45.8%, 0.6, 38.0%, 3.43, 1.23, 36.7%, 6.0, 7.1, 2017, 2017LCS北美春季赛
